,accountability_score,administrative_expenses,charity_name,charity_url,city,cn_advisory,compensation_leader_compensation,compensation_leader_expense_percent,compensation_leader_title,excess_or_deficit_for_year,financial_score,fundraising_expenses,net_assets,organization_type,other_revenue,overall_score,payments_to_affiliates,program_expenses,state,total_contributions
336,93.0,403609,Conservation Lands Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13990,Durango,nan,150000.0,3.01,Executive Director,-1988410.0,96.44,517095,7066111,Environment : Environmental Protection and Conservation ,21526.0,94.44,0,4059519,CO,2970287
337,93.0,535737,Connecticut Fund for the Environment,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7563,New Haven,nan,122039.0,2.38,Executive Director,-467377.0,92.17,638768,7400005,Environment : Environmental Protection and Conservation ,175408.0,92.57,0,3944001,CT,4475721
338,89.0,133293,The Connecticut Forum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14644,Hartford,nan,139892.0,9.73,"Vice President, Executive Director",128710.0,72.16,162418,129188,Education : Adult Education Programs and Services ,2565.0,78.83,0,1141937,CT,1088188
339,89.0,237711,Connections for Abused Women and their Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12899,Chicago,nan,106090.0,6.15,Executive Director,136201.0,96.0,74975,2769636,Human Services : Social Services ,187649.0,91.72,0,1410116,IL,1671354
340,92.0,1101677,Connecticut Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4906,Wallingford,nan,111053.0,0.26,Chief Executive Officer,616700.0,88.78,1359909,18130877,"Human Services : Food Banks, Food Pantries, and Food Distribution ",84132.0,90.25,0,39287380,CT,40945209
341,96.0,150238,Connecticut Cancer Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11713,Old Saybrook,nan,87295.0,9.04,"Executive Director, President",404482.0,89.01,85802,6847820,Health : Patient and Family Support ,189708.0,91.73,0,729610,CT,1180424
342,96.0,185795,Connecticut Association for Human Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15444,Hartford,nan,110585.0,7.57,Executive Director,-37280.0,75.0,42926,333800,Research and Public Policy : Social and Public Policy Research ,1867.0,82.09,0,1230928,CT,1274889
343,96.0,595502,Connecticut Audubon Society,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4536,Fairfield,nan,150000.0,4.62,President,-498470.0,81.41,270528,22928725,Environment : Environmental Protection and Conservation ,525819.0,86.55,0,2374224,CT,1113249
344,89.0,387021,ConnCAN,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14555,New Haven,nan,204272.0,7.55,Chief Executive Officer,-672269.0,92.01,190453,2012480,Education : Education Policy and Reform ,-8304.0,90.38,0,2125995,CT,2039504
345,85.0,813445,Congressional Black Caucus Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15471,Washington,nan,279470.0,3.82,"President, CEO",-796693.0,98.17,537623,10160752,Research and Public Policy : Social and Public Policy Research ,25425.0,89.31,0,5958120,DC,6329185
346,100.0,349371,Congressional Medal of Honor Foundation,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14793,Arlington,nan,237500.0,5.82,President,-457218.0,99.94,69582,12035543,Human and Civil Rights : Advocacy and Education ,198721.0,99.95,0,3661011,VA,3424025
347,89.0,211606,Connect2Help 2-1-1,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15726,Indianapolis,nan,121684.0,5.94,"President, CEO",365483.0,92.5,50461,918681,Human Services : Social Services ,987.0,90.58,0,1784382,IN,1007273
348,89.0,157445,Conexión Américas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14643,Nashville,nan,82000.0,4.15,Executive Director,377652.0,95.0,76031,4376916,Human Services : Social Services ,-108711.0,91.45,0,1739710,TN,2439461
349,89.0,276396,Concord Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15554,Concord,nan,153170.0,7.28,Executive Director,6662023.0,82.53,480443,15958312,"Arts, Culture, Humanities : Museums ",727725.0,85.4,0,1345166,MA,7750927
350,62.0,306248,The Concord Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8755,Arlington,nan,,,nan,101636.0,77.64,128625,733841,Human and Civil Rights : Advocacy and Education ,166578.0,68.82,0,830515,VA,1186468
351,89.0,171613,The Concilio,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16529,Dallas,nan,146260.0,8.55,CEO,214244.0,88.39,176327,802338,Human Services : Children's and Family Services ,-73507.0,88.69,0,1361540,TX,1512331
352,85.0,133687,Concert Artists Guild,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9262,New York,nan,123000.0,7.7,President,-57785.0,76.07,190629,813067,"Arts, Culture, Humanities : Performing Arts ",134583.0,80.02,0,1271865,NY,578815
353,97.0,212792,Concerns of Police Survivors,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8402,Camdenton,nan,120878.0,3.29,Executive Director,787886.0,96.82,212033,7082745,Human Services : Multipurpose Human Service Organizations ,1234130.0,96.9,0,3238744,MO,3058108
354,81.0,248931,Concerned Women for America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3557,Washington,nan,176185.0,4.53,"CEO, President",130876.0,65.5,636718,180189,Human and Civil Rights : Advocacy and Education ,15034.0,72.14,0,2999279,DC,4000770
355,97.0,1685773,"Concern Worldwide US, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3556,New York,nan,212500.0,0.49,CEO,-1064182.0,85.0,1637595,6981432,"International : Development and Relief Services , ",-448417.0,89.18,0,39246599,NY,41954202
356,92.0,236064,Concern America,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10614,Santa Ana,nan,65552.0,5.55,Executive Director,-33130.0,62.54,111792,-94329,International : Development and Relief Services ,78200.0,72.91,0,832035,CA,1062462
357,89.0,1360153,The Computer History Museum,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8714,Mountain View,nan,347414.0,2.8,"President, CEO",720303.0,94.15,1182668,64498364,"Arts, Culture, Humanities : Museums ",1803943.0,91.19,0,9858546,CA,10294028
358,96.0,487748,Competitive Enterprise Institute,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7847,Washington,nan,,,President,-107370.0,77.57,1182377,2242585,Research and Public Policy : Social and Public Policy Research ,-145053.0,83.88,0,6141008,DC,6903266
359,92.0,216605,Compassionate Care ALS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17384,West Falmouth,nan,62308.0,5.33,Executive Director,197119.0,79.64,110749,1508677,Health : Patient and Family Support ,204873.0,84.53,0,839698,MA,1155240
360,100.0,67917901,Compassion International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3555,Colorado Springs,nan,340940.0,0.04,President & CEO,6506798.0,79.4,89374451,213525144,International : Development and Relief Services ,3910763.0,85.43,0,659634962,CO,819523349
361,90.0,1789452,Compassion & Choices,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7621,Denver,nan,230000.0,1.37,President,-1208832.0,98.94,1243726,17847732,Human and Civil Rights : Advocacy and Education ,-160470.0,92.88,0,13749901,CO,15734717
362,96.0,650087,CompassPoint Nonprofit Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8136,Oakland,nan,143552.0,3.67,Chief Executive Officer,2824787.0,87.27,95839,4486125,Community Development : Housing and Neighborhood Development ,13157.0,90.56,0,3155578,CA,4951486
363,97.0,110435,COMPAS,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9513,St. Paul,nan,90472.0,7.46,Executive Director,-20175.0,81.66,111426,123700,"Arts, Culture, Humanities : Performing Arts ",6093.0,86.85,0,990161,MN,620981
364,100.0,584170,Como Friends,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9519,Saint Paul,nan,144701.0,4.24,President,-944172.0,79.34,447868,10732507,"Animals : Zoos and Aquariums , ",813548.0,85.39,0,2375299,MN,1649617
365,89.0,321481,Community Works,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15218,Medford,nan,72431.0,4.15,Executive Director,110334.0,73.65,74832,676779,Human Services : Social Services ,373807.0,79.8,0,1345313,OR,1472280
366,100.0,304979,Community Volunteers in Medicine ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12976,West Chester,nan,187269.0,2.64,"President, CEO",-214769.0,100.0,363247,15032964,Health : Treatment and Prevention Services ,332922.0,100.0,0,6422380,PA,6542915
367,96.0,117435,Community Voices Heard (CVH),https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7773,New York,nan,33845.0,2.16,Executive Director,-9721.0,93.7,139169,908957,Community Development : Housing and Neighborhood Development ,52916.0,94.72,0,1306107,NY,1487691
368,96.0,99250,Community Transportation Network,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15469,Fort Wayne,nan,80000.0,7.24,Executive Director,249500.0,90.56,51846,1600215,Human Services : Social Services ,37947.0,92.75,0,953429,IN,965119
369,96.0,88241,Community Storehouse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12388,Fort Worth,nan,88565.0,3.72,Executive Director,16087.0,83.53,69967,416128,Human Services : Children's and Family Services ,43382.0,88.01,0,2220800,TX,2351713
370,93.0,196419,Community Soup Kitchen and Outreach Center Inc.,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14224,Morristown,nan,130276.0,6.33,Director,-56647.0,88.42,109821,1580848,"Human Services : Food Banks, Food Pantries, and Food Distribution ",1434.0,90.43,0,1751402,NJ,1999561
371,81.0,32840,Community Shares of Illinois,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13151,Champaign,nan,72028.0,8.94,Executive Director,15535.0,72.5,20130,35984,Human Services : Social Services ,348.0,76.36,0,752104,IL,238963
372,96.0,111301,Community Shares of Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8131,Denver,nan,66267.0,2.29,Chief Executive Officer,55900.0,85.0,98839,230766,"Human Services : Social Services , ",1519.0,89.02,0,2677204,CO,2736491
373,100.0,35389,Community Shares of Minnesota,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8209,St. Paul,nan,63000.0,4.98,Executive Director,-73119.0,88.8,25737,664949,Human Services : Social Services ,4465.0,92.08,0,1203712,MN,612993
374,81.0,305617,Community Preparatory School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15236,Providence,nan,,,nan,422447.0,78.89,400732,25868015,Education : Youth Education Programs and Services ,691523.0,79.91,0,1722888,RI,1649049
375,90.0,4883166,Community Service Society of New York,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6498,New York,nan,668962.0,2.04,"President, CEO",-10890593.0,93.54,1161968,194096537,Human Services : Social Services ,1287548.0,91.58,0,26607415,NY,20308291
376,89.0,334092,Community Partnership School,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14542,Philadelphia,nan,95521.0,5.27,Head Of School,3487357.0,82.61,245594,5102134,Education : Youth Education Programs and Services ,3349.0,85.44,0,1231371,PA,5213875
377,100.0,153766,Community Services League,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11684,Independence,nan,91375.0,2.29,"President, CEO",516981.0,94.94,461976,2588827,"Community Development : Housing and Neighborhood Development , ",212055.0,96.42,0,3358228,MO,4221720
378,92.0,151230,Community Partners of Dallas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11780,Dallas,nan,130000.0,6.51,"President, CEO",124864.0,87.71,334673,2209234,Human Services : Children's and Family Services ,-76820.0,89.63,0,1509584,TX,2197171
379,100.0,304249,Community Partners International,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11663,Berkeley,nan,140275.0,4.11,CEO,-999416.0,94.28,220976,2422963,"International : Development and Relief Services , ",4085.0,95.95,0,2881644,CA,1052165
380,93.0,377347,Community Radio for Northern Colorado,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9720,Greeley,nan,109948.0,3.35,President,126652.0,87.29,632214,4250011,"Arts, Culture, Humanities : Public Broadcasting and Media ",16122.0,89.73,0,2271922,CO,2434834
381,96.0,871695,Community Servings,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8169,Jamaica Plain,nan,208388.0,3.57,Chief Executive Officer,196333.0,85.89,581994,3350740,Human Services : Social Services ,108592.0,89.62,0,4382709,MA,5028296
382,100.0,455738,Community Nurse Health Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12903,LaGrange,nan,135054.0,2.7,Chief Executive Officer,101716.0,94.91,283674,3158265,Health : Treatment and Prevention Services ,111174.0,96.4,0,4261339,IL,2335967
383,89.0,171159,Community Health Free Clinic,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15001,SE Cedar Rapids,nan,65348.0,5.22,CEO,52122.0,89.85,89095,3413674,Health : Treatment and Prevention Services ,41974.0,89.41,0,989350,IA,1259752
384,96.0,116504,Community Health Charities of Nebraska,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15004,Omaha,nan,91760.0,4.44,"President, CEO",41094.0,75.0,49465,521034,"Health : Medical Research , ",13998.0,82.09,0,1898777,NE,2091254
385,96.0,882910,Community Foundation Sonoma County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5630,Santa Rosa,nan,214516.0,1.34,President and CEO,7546489.0,90.05,651803,131394489,Community Development : Community Foundations ,9005621.0,92.41,0,14364129,CA,14358040
386,82.0,193838,Community Health Charities of California,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7428,Sacramento,nan,146215.0,5.57,"President, CEO",-313998.0,77.5,101620,1117776,"Health : Medical Research , ",34292.0,79.62,0,2327083,CA,2254888
387,96.0,4850101,The Community Foundation Serving Richmond and Central Virginia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5104,Richmond,nan,120713.0,0.29,"President, CEO",61241008.0,90.8,636765,420156604,Community Development : Community Foundations ,13764076.0,92.9,0,35757886,VA,88721684
388,96.0,930261,The Community Foundation of Western North Carolina,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6275,Asheville,nan,213970.0,1.24,President,7690853.0,89.83,505012,194850497,Community Development : Community Foundations ,6349495.0,92.27,0,15706312,NC,18482943
389,96.0,132979,Community LINC,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12424,Kansas City,nan,93275.0,4.81,"Executive Director, CEO",69830.0,91.87,259107,2711308,Human Services : Homeless Services ,-61493.0,93.59,0,1543724,MO,2062853
390,92.0,713653,Community Foundation of Western Massachusetts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5073,Springfield,nan,162653.0,1.63,President,4811977.0,88.87,591865,108371497,Community Development : Community Foundations ,3982646.0,90.3,0,8629418,MA,10396706
391,88.0,150704,Community Foundation of the Virgin Islands,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17518,St. Thomas,nan,129050.0,4.2,President,-276416.0,97.5,55317,9390988,Community Development : Community Foundations ,425822.0,91.33,0,2861222,VI,2365005
392,92.0,665099,Community SeniorServ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12815,Anaheim,nan,264769.0,2.25,"President, CEO",-133902.0,88.04,389054,6618923,Human Services : Social Services ,65843.0,89.82,0,10680082,CA,6627408
393,96.0,1494365,Community Foundation of Tampa Bay,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3549,Tampa,nan,300022.0,1.92,"President, CEO",5361522.0,91.26,569701,149520190,Community Development : Community Foundations ,6455810.0,93.2,0,13531889,FL,14460764
394,89.0,94426,Community Involved in Sustaining Agriculture,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15595,South Deerfield,nan,81000.0,7.01,Executive Director,188683.0,93.54,105748,1460923,Community Development : Housing and Neighborhood Development ,19691.0,90.97,0,954778,MA,1167612
395,100.0,4251680,The Community Foundation of Sarasota County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3548,Sarasota,nan,267264.0,0.7,President/CEO,20519637.0,87.76,1300767,238989930,Community Development : Community Foundations ,19711815.0,91.34,0,32538522,FL,36973333
396,100.0,1888254,Community Foundation of New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5053,Morristown,nan,300666.0,0.56,President,57065698.0,97.5,581724,327311293,Community Development : Community Foundations ,9250733.0,98.23,0,50348749,NJ,100633692
397,96.0,1189520,Community Foundation of Middle Tennessee,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5615,Nashville,nan,276285.0,0.48,President,-1113870.0,93.3,1542887,365900300,Community Development : Community Foundations ,14493397.0,94.48,0,53731185,TN,40856325
398,96.0,4238450,The Community Foundation of Louisville,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5187,Louisville,nan,240614.0,0.69,President & CEO,12293566.0,91.59,444302,314266137,Community Development : Community Foundations ,13651030.0,93.41,0,30062489,KY,30558111
399,92.0,1359291,Community Foundation of Greater Memphis,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3547,Memphis,nan,210501.0,0.14,President,63324811.0,100.0,623842,378224269,Community Development : Community Foundations ,12842510.0,94.34,0,143515030,TN,195668208
400,96.0,466034,Community Foundation of Henderson County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17430,Hendersonville,nan,140346.0,3.38,"President, CEO",3220033.0,88.34,115223,85433686,Community Development : Community Foundations ,2864464.0,91.28,0,3568392,NC,4505218
401,89.0,364828,Community Foundation of Grant County Indiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17096,Marion,nan,80868.0,3.81,Executive Director,71861.0,79.4,90665,20582310,Community Development : Community Foundations ,390010.0,83.48,0,1661875,IN,1799219
402,93.0,191321,Community Harvest Food Bank of Northeast Indiana,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9294,Fort Wayne,nan,89191.0,0.4,CEO,524296.0,93.01,191778,9763399,"Human Services : Food Banks, Food Pantries, and Food Distribution ",25082.0,93.0,0,21372880,IN,21469863
403,96.0,743799,Community Foundation of Collier County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16676,Naples,nan,176725.0,1.5,President & CEO,5031189.0,92.09,292614,80941408,Community Development : Community Foundations ,1349101.0,93.73,0,10718726,FL,15364524
404,100.0,2526222,Community Foundation for the Fox Valley Region,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6172,Appleton,nan,225546.0,1.13,"President, CEO",3380636.0,88.09,391937,179433969,Community Development : Community Foundations ,3001715.0,91.57,0,16968076,WI,19908014
405,92.0,5859336,Community Foundation for Southeast Michigan,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3546,Detroit,nan,,,President,38960540.0,90.38,1043535,623751445,Community Development : Community Foundations ,22224266.0,91.15,0,51825861,MI,74816743
406,100.0,2320262,The Community Foundation for Northeast Florida,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5595,Jacksonville,nan,263175.0,0.56,President,22759096.0,95.24,338315,313991623,Community Development : Community Foundations ,7113307.0,96.63,0,43928671,FL,62200537
407,89.0,1302607,Community Foundation for Muskegon County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5918,Muskegon,nan,163110.0,0.99,President,-1660365.0,91.59,716212,151845777,Community Development : Community Foundations ,3855913.0,90.2,0,14296402,MI,10354269
408,93.0,2030812,Community Foundation for Greater Buffalo,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17305,Buffalo,nan,317613.0,1.77,"President, CEO",23578913.0,90.97,217463,290254404,Community Development : Community Foundations ,6279998.0,91.92,0,15611900,NY,35159090
409,92.0,3137879,Community FoodBank of New Jersey,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3545,Hillside,nan,81288.0,0.08,"President, CEO",-4160661.0,90.04,1831761,27007526,"Human Services : Food Banks, Food Pantries, and Food Distribution ",792293.0,90.96,0,95521472,NJ,92823313
410,96.0,418265,Community Food Share,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7666,Louisville,nan,114878.0,0.55,Executive Director,-197821.0,97.73,485579,8648848,"Human Services : Food Banks, Food Pantries, and Food Distribution ",137262.0,96.74,0,19697498,CO,20254896
411,96.0,7660980,The Community Foundation for Greater Atlanta,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4535,Atlanta,nan,334942.0,0.24,President,5818961.0,100.0,577477,695698857,Community Development : Community Foundations ,35615650.0,97.17,0,130868971,GA,109000662
412,100.0,1721044,Community Food Bank of Southern Arizona,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5381,Tucson,nan,180526.0,0.16,"President, CEO",189116.0,95.0,1973641,20194137,"Human Services : Food Banks, Food Pantries, and Food Distribution ",128647.0,96.46,0,107377409,AZ,110878352
413,89.0,309019,Community Family Life Services,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8785,Washington,nan,31424.0,1.47,Executive Director,8020.0,94.48,116513,2086248,Human Services : Social Services ,23689.0,91.29,0,1704145,DC,1831310
414,100.0,517937,Community Food Bank of Eastern Oklahoma,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12139,Tulsa,nan,102392.0,0.27,Executive Director,1658138.0,100.0,856728,16811547,"Human Services : Food Banks, Food Pantries, and Food Distribution ",233082.0,100.0,13869,36221417,OK,37280971
415,100.0,122082,Community Environmental Council,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10836,Santa Barbara,nan,,,Executive Director,175371.0,88.06,165799,3367578,Environment : Environmental Protection and Conservation ,598291.0,91.55,0,970574,CA,791902
416,63.0,385445,Community Crusade for Children,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9144,New Haven,nan,189511.0,5.6,President,-123816.0,71.01,196050,178876,Education : Scholarship and Financial Support ,87589.0,66.76,0,2800205,CT,3170295
417,96.0,236102,Community Cooperative,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12916,Fort Meyers,nan,109186.0,4.52,Chief Executive Officer,228014.0,82.04,120373,1159366,Human Services : Social Services ,432855.0,86.98,0,2055737,FL,1936930
418,89.0,424433,Community Catalyst ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12490,Boston,nan,205027.0,1.17,Executive Director,5340407.0,97.5,580101,18599208,Human and Civil Rights : Advocacy and Education ,348202.0,92.02,0,16481159,MA,21589906
419,70.0,157200,Community Center for the Arts,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9712,Jackson,nan,120166.0,4.11,Executive Director,257360.0,90.28,451861,26214566,"Arts, Culture, Humanities : Performing Arts ",66704.0,77.7,0,2307634,WY,2079124
420,93.0,320472,Community Enrichment Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15410,North Richland Hills,nan,53236.0,1.7,"President, CEO",187468.0,90.0,162471,6595504,Human Services : Homeless Services ,66774.0,91.36,0,2636117,TX,2142616
421,89.0,594748,Community Coalition,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=17218,Los Angeles,nan,117646.0,2.57,President & CEO,1631079.0,92.88,148840,5894118,Community Development : Housing and Neighborhood Development ,-67922.0,90.73,0,3824888,CA,6267477
422,81.0,291772,Community Assistance Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15851,Sandy Springs,nan,85888.0,3.35,Chief Executive Officer,601199.0,95.0,53503,2051117,Human Services : Social Services ,224267.0,86.1,0,2216270,GA,2938477
423,96.0,645147,Community Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12516,Fresno,nan,137017.0,0.23,President And CEO,520290.0,95.0,603076,6088306,"Human Services : Food Banks, Food Pantries, and Food Distribution ",-367717.0,95.47,0,56825132,CA,57797385
424,89.0,746287,Community Action Stops Abuse,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12040,St. Petersburg,nan,115608.0,2.42,Executive Director,-36155.0,79.44,486295,4097683,Human Services : Social Services ,550305.0,83.51,0,3531940,FL,4157630
425,85.0,186220,Community Action House,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15238,Holland,nan,89324.0,3.72,Executive Director,-41197.0,86.47,143474,1039560,Human Services : Homeless Services ,370171.0,85.71,0,2069934,MI,1988260
426,96.0,298299,Community Action Services and Food Bank,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11209,Provo,nan,105765.0,1.12,Executive Director,564457.0,82.5,221847,2239696,"Community Development : Housing and Neighborhood Development , ",6000.0,87.3,0,8856764,UT,9935367
427,89.0,75035,Communities in Schools of the Charleston Area,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15179,North Charleston,nan,100607.0,4.45,Executive Director,43077.0,86.48,107412,1177800,Education : Youth Education Programs and Services ,32915.0,87.67,0,2073332,SC,1449126
428,100.0,294722,Communities In Schools of Georgia,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8263,Atlanta,nan,128743.0,3.43,"President, CEO",-1223807.0,75.0,274256,1218487,Education : Youth Education Programs and Services ,3257.0,82.32,0,3178991,GA,2520905
429,89.0,187215,Communities In Schools of Pittsburgh-Allegheny County,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14745,Pittsburgh,nan,43656.0,4.13,Executive Director,-24232.0,73.91,91183,100555,Education : Youth Education Programs and Services ,1481.0,79.97,0,778028,PA,821493
430,96.0,665776,Communities In Schools of Nevada,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13825,Las Vegas,nan,147949.0,2.47,Chief Executive Officer,96390.0,97.1,250060,4144697,Education : Youth Education Programs and Services ,12209.0,96.5,0,5064796,NV,6064813
431,96.0,716769,"Communities in Schools of Charlotte Mecklenburg, Inc.",https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16684,Charlotte,nan,111554.0,1.8,Executive Director,289043.0,84.63,426828,4207280,Education : Youth Education Programs and Services ,91936.0,88.76,0,5052263,NC,6392967
432,100.0,106286,Communities in Schools of Chicago,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=16650,Chicago,nan,145314.0,6.87,Executive Director,78970.0,85.81,264860,1169454,Education : Youth Education Programs and Services ,-17887.0,89.96,0,1743144,IL,2086147
433,85.0,384652,Communities for a Better Environment,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5819,Huntington Park,nan,85001.0,4.33,Executive Director,1028976.0,85.08,212256,2230075,Environment : Environmental Protection and Conservation ,17705.0,85.03,0,1363974,CA,2682270
434,96.0,817373,Communities In Schools National Office,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3542,Arlington,nan,,,nan,-3467453.0,87.35,1999182,48137239,Education : Youth Education Programs and Services ,614909.0,90.61,4919738,14856824,VA,13546072
435,93.0,9542957,Communities Foundation of Texas,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3540,Dallas,nan,393276.0,0.29,"President, CEO",-1166855.0,94.97,1865085,504320296,Community Development : Community Foundations ,21052127.0,93.9,0,122892435,TX,105992483
436,89.0,146234,Commonwealth,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15598,Boston,nan,140000.0,6.96,Executive Director,-220483.0,95.99,55020,2530199,Community Development : Housing and Neighborhood Development ,7130.0,91.72,0,1807842,MA,1541583
437,89.0,423858,Commonwealth Foundation ,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11163,Harrisburg,nan,161522.0,4.64,President,181043.0,82.91,295179,397384,Research and Public Policy : Social and Public Policy Research ,3818.0,85.62,0,2761752,PA,3658014
438,93.0,330586,Communications Consortium Media Center,https://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7115,Washington,nan,150000.0,7.86,"Executive Director, President",-922751.0,83.68,41978,753300,Research and Public Policy : Social and Public Policy Research ,13244.0,87.44,0,1534748,DC,671950
